season,episode,title,character,line
1,1,Second Contact,MARINER,"Been there, definitely over it. Whenever you think for yourself, they knock you back down."
1,1,Second Contact,BOIMLER,"You know, for someone who claims to hate rank, you certainly bring it up a lot."
1,1,Second Contact,MARINER,"Yes, I'm very complicated, thank you. Ooh, you want the tour?"
1,1,Second Contact,TENDI,"Of the-the ship? Uh, yes!"
1,1,Second Contact,BOIMLER,You don't like giving the tour.
1,1,Second Contact,MARINER,"True, but I do have a big box of shore leave contraband I need help with."
1,1,Second Contact,BOIMLER,"The senior officers are all up here, then you've got Engineering, science stations. All sorts of ops around here... Ops, ops, ops, storage, ops. Actually, there's like a ton of ops. It's like, guys, I think we have ops covered."
1,1,Second Contact,TENDI,And we're here?
1,1,Second Contact,BOIMLER,"Well, no. We're actually way down here."
1,1,Second Contact,MARINER,"What this map doesn't show you is that everything from, like, this deck up, super lame, not important to us."
1,1,Second Contact,BOIMLER,You like the bar.
1,1,Second Contact,MARINER,"All right, fine. Everything except the bar."
1,1,Second Contact,BOIMLER,And the bridge.
1,1,Second Contact,MARINER,The bridge is not cool.
1,1,Second Contact,BOIMLER,"Yes, it is."
1,1,Second Contact,MARINER,"Oh, hey, that's Rutherford. Rutherford, what's up?"
1,1,Second Contact,MARINER,"Yo, yo, yo, slow down. Is your thingy acting up?"
1,1,Second Contact,BOIMLER,"Rutherford's an engineer, oh, and, as of a couple weeks ago, cybernetically enhanced."
1,1,Second Contact,TENDI,"Ooh, I've never met a recent cyborg."
1,1,Second Contact,RUTHERFORD,"Hey, nice to meet you. Welcome to the crew."
1,1,Second Contact,MARINER,"Wait, don't you have a date with Ensign Barnes tonight?"
1,1,Second Contact,RUTHERFORD,Sure do.
1,1,Second Contact,MARINER,She's crazy hot. Are you nervous?
1,1,Second Contact,RUTHERFORD,"Trying to be, but this thing keeps tamping it down."
1,1,Second Contact,RUTHERFORD,"Yikes. Okay, you got it. Uh-oh, I'm nervous. What if I say something stupid? What if she doesn't like the way that I look? Ah, I can only look one way. I can't change it by tonight!"
1,1,Second Contact,MARINER,Better?
1,1,Second Contact,RUTHERFORD,"Yeah, thanks. What if she hates my jokes? I don't know any jokes. Oh, I'm gonna puke."
1,1,Second Contact,MARINER,What else? That's a room of switches and dials you'll never need to go into.
1,1,Second Contact,BOIMLER,It's actually a pretty important processing hub.
1,1,Second Contact,MARINER,Nobody knows what that room is.
1,1,Second Contact,BOIMLER,It's a pattern-buffer maintenance access. She knows that. She's being funny.
1,1,Second Contact,MARINER,"Ah, and this is Boimler's hidey closet, where he pretends to be a captain like a big boy."
1,1,Second Contact,BOIMLER,This is not a good tour!
1,1,Second Contact,BOIMLER,"So, yeah, we kind of sleep in a hallway. It's a little disappointing, but eventually, when you rank up, you get your own room. We're pretty close to the showers, which is nice. Does get kind of musty, though. Which is weird 'cause the showers are sonic."
1,1,Second Contact,TENDI,Whoa. Whoa. It's... perfect.
1,1,Second Contact,BOIMLER,"Well, once you get settled, you should probably check in with Nurse Westlake in Medical. You'll be assisting him with some basic..."
1,1,Second Contact,MARINER,"Ooh, let's go check out the holodeck."
1,1,Second Contact,BOIMLER,She doesn't have time for that.
1,1,Second Contact,MARINER,How do you know?
1,1,Second Contact,BOIMLER,Because I'm her liaison.
1,1,Second Contact,MARINER,"Oh, yeah, then what time is it? And don't check, because if she doesn't have time, then you should know what time it is. Otherwise, you're just trying to sound important. So, what time is it?"
1,1,Second Contact,MARINER,Welcome to the holodeck. Easily the best part of the ship.
1,1,Second Contact,BOIMLER,"The warp core is the best part of the ship, uh, followed by the bridge, the photon torpedo tubes, cetacean ops..."
1,1,Second Contact,MARINER,"Dude, the warp core is just a big glowing tube."
1,1,Second Contact,BOIMLER,I love the warp core. The warp core rules.
1,1,Second Contact,MARINER,"No, it doesn't. Computer, find us a beach in Hawaii."
1,1,Second Contact,TENDI,What is this? This stuff is crazy. What does it do?
1,1,Second Contact,BOIMLER,"Oh, it just gets everywhere and gives you a rash."
1,1,Second Contact,MARINER,You get a rash from sand?
1,1,Second Contact,BOIMLER,"What, you don't?"
1,1,Second Contact,MARINER,No. Nobody does.
1,1,Second Contact,BOIMLER,"Oh, God, I always do."
1,1,Second Contact,MARINER,"Go ahead, take her for a spin."
1,1,Second Contact,TENDI,"Computer, can you put us in the Adashake Center on Orion? Wow, I never made time to go before I enlisted."
1,1,Second Contact,MARINER,"Pretty cool, right? You can go almost anywhere you can imagine. Come on, Boimler. Give it a whirl."
1,1,Second Contact,BOIMLER,I... I don't know.
1,1,Second Contact,TENDI,"Come on, there has to be somewhere you'd love to be."
1,1,Second Contact,BOIMLER,"Um... Computer, show us the warp core. Wow! Amazing. What an impressive feat of engineering."
1,1,Second Contact,MARINER,You really bum me out sometimes.
1,1,Second Contact,STEVENS,"Ensign Boimler, report to the bridge."
1,1,Second Contact,TENDI,You work on the bridge?
1,1,Second Contact,BOIMLER,Yeah. That's right. Because they appreciate people who follow the rules. Who's boring now? On my way.
1,1,Second Contact,TENDI,"Wow, does he get to go up there a lot?"
1,1,Second Contact,MARINER,"Nah, just whenever someone spills a drink or something. Computer, load Mariner program all-nude Olympic training facility. You might want to back up a bit."
1,1,Second Contact,TENDI,"Wow, this is a very detailed program."
1,1,Second Contact,CHANCELLOR,"Farewell, Commander."
1,1,Second Contact,RANSOM,"Thanks again for your hospitality, Chancellor. We'll be sending construction teams down to help with the... to help with the subspace comm array as soon as we load up the supplies. Ransom to Cerritos. Five to beam up."
1,1,Second Contact,STEVENS,"Should you get that looked at, sir?"
1,1,Second Contact,RANSOM,"Eh, I'll be fine."
1,1,Second Contact,RANSOM,Want to grab a drink tonight?
1,1,Second Contact,STEVENS,You know it. Nothing like a cold beer after a smooth second contact.
1,1,Second Contact,RANSOM,"Now, that's what I'm talking about."
1,1,Second Contact,STEVENS,"Oh, yeah."
1,1,Second Contact,COMPUTER,Bridge.
1,1,Second Contact,RANSOM,Ensign.
1,1,Second Contact,BOIMLER,"Sorry, what?"
1,1,Second Contact,RANSOM,"I said why aren't you at your post, Ensign?"
1,1,Second Contact,FREEMAN,"Ransom, report."
1,1,Second Contact,RANSOM,"Coordination with the Galardonian high council is ahead of schedule, Captain."
1,1,Second Contact,FREEMAN,"Excellent. Keep me posted. Ensign, you're with me."
1,1,Second Contact,FREEMAN,"Brad Boimler. Born Modesto, California, commissioned in '79. Not a single demerit. You keep a personal log?"
1,1,Second Contact,BOIMLER,Sometimes five a day.
1,1,Second Contact,FREEMAN,That's excessive. Do you see a captain's chair in your future?
1,1,Second Contact,BOIMLER,"I hope so, ma'am."
1,1,Second Contact,FREEMAN,"Well, I see a lot of potential in you, son, which is why I'm giving you a special assignment."
1,1,Second Contact,BOIMLER,"Really? I mean, of course, yes, whatever you need."
1,1,Second Contact,FREEMAN,"Keep an eye on Ensign Mariner. If she breaks protocol, I want a full report."
1,1,Second Contact,BOIMLER,"Sorry, ma'am, is something wrong?"
1,1,Second Contact,FREEMAN,I like my crew working in lockstep. There isn't any wiggle room on the Cerritos. Not when lives are at stake. Do you disagree?
1,1,Second Contact,BOIMLER,"No, ma'am."
1,1,Second Contact,FREEMAN,"Good. Dismissed. Ensign, let's keep this between us, shall we?"
1,1,Second Contact,RUTHERFORD,"What? Oh, man, I would kill to work on the deflector dish. Most of my day is spent repairing food replicators."
1,1,Second Contact,BARNES,They really break that often?
1,1,Second Contact,RUTHERFORD,Only when you get food in 'em.
1,1,Second Contact,BARNES,"Ah, at least you don't have to be aroundLieutenant Commander Billups. Knowing how to talk to women is kind of that guy's final frontier."
1,1,Second Contact,RUTHERFORD,That is illogical!
1,1,Second Contact,BARNES,Oh! Sorry. Is he a friend of yours?
1,1,Second Contact,RUTHERFORD,"No, no, no, no... it's this Vulcan implant. It keeps on randomly suppressing my emotional reactions. Sorry if this is making it weird. I'm just not used to being a cyborg yet."
1,1,Second Contact,BARNES,"Actually, my dad was a cyborg."
1,1,Second Contact,MARINER,Shaxs drop his latte again? Guy's got baby hands.
1,1,Second Contact,BOIMLER,No.
1,1,Second Contact,MARINER,"Computer, send me a suck-up to clean up my mess. I have a giant torso and little hands. Over. Right?"
1,1,Second Contact,BOIMLER,"Yeah, hilarious."
1,1,Second Contact,BILLUPS,"All right, people, you know the plan. Let's get this array set up so the, uh, Galardonians can communicate with the rest of the Federation."
1,1,Second Contact,RUTHERFORD,"Oh, man, this is really nice. I'm glad we got to sit down and get to know each other without any interruptions."
1,1,Second Contact,STEVENS,Set phasers to stun!
1,1,Second Contact,RUTHERFORD,"So, where are you quartered?"
1,1,Second Contact,BARNES,"Deck Nine, by the squash courts."
1,1,Second Contact,STEVENS,Someone brought a virus back from the planet. This is happening all over the ship.
1,1,Second Contact,RUTHERFORD,I've never played squash. Is it fun?
1,1,Second Contact,BARNES,We should play sometime.
1,1,Second Contact,BILLUPS,"Oh, yeah, it's all gonna be over subspace. Really, you're gonna love it."
1,1,Second Contact,BOIMLER,Unbelievable.
1,1,Second Contact,T'ANA,"Hey, you. Green girl! Strap patients down as they come in. Double them up if you have to. They aren't going to infect each other twice."
1,1,Second Contact,TENDI,"But, uh, uh, I was actually supposed to be assisting Nurse Westlake."
1,1,Second Contact,T'ANA,That is Nurse Westlake.
1,1,Second Contact,TENDI,"Wow, it's such an honor to meet you, sir. I'm looking forward to working with you."
1,1,Second Contact,BOIMLER,Aha!
1,1,Second Contact,MARINER,"Boimler! Ugh, don't jump out at people. For real, man. You're lucky I didn't phaser you."
1,1,Second Contact,BOIMLER,"You're selling Federation weapons to these guys, aren't you?"
1,1,Second Contact,MARINER,"Yo, calm down."
1,1,Second Contact,BOIMLER,No! I'm sick of you pushing me around! Explain yourself right here!
1,1,Second Contact,MARINER,"Boims, you need to shut up. Listen to me. You know nothing. Shut your mouth."
1,1,Second Contact,GALARDONIAN,"Uh, we're just gonna take off."
1,1,Second Contact,BOIMLER,Nobody move! Selling Starfleet technology without the express consent of the Federation Council is a breach of regulations 498 and 756 of...
1,1,Second Contact,MARINER,"And regulations 25, 15, 348. You're breaking 76 just for pointing that phaser at me."
1,1,Second Contact,BOIMLER,"Fine, you know more regulations than me. I still have to stop you."
1,1,Second Contact,MARINER,"It's farm equipment, you idiot. They're farmers."
1,1,Second Contact,BOIMLER,I'm not an idiot. You expect me to believe that...? Shovel and hoe?
1,1,Second Contact,MARINER,"Run, idiot!"
1,1,Second Contact,MARINER,What's it doing?
1,1,Second Contact,BOIMLER,It's shooting butt-webbing at a tree. It looks pretty pissed.
1,1,Second Contact,MARINER,"Well, I hope you're happy."
1,1,Second Contact,BOIMLER,You left your post.
1,1,Second Contact,MARINER,"Oh, I am so sorry I made sure that some humble farmers, who can't afford to wait for Starfleet bureaucracy to notice them, got some help so they didn't have to starve."
1,1,Second Contact,BOIMLER,How did you even know these guys exist?
1,1,Second Contact,MARINER,"Because I was here for first contact last year on the Quito, before I got my ass demoted and transferred to the Cerritos."
1,1,Second Contact,BOIMLER,"Well, I didn't know that."
1,1,Second Contact,MARINER,"I have served on five ships, man. I have seen stuff. One time, I got trapped in a sentient cave for weeks. You ever been trapped in a sentient cave? That's a dark place that knows things. I almost got my head taken off by a singing crystal. I've been in a Klingon prison where I had to fight a yeti for my own shoes for no reason. He was just being a dick. You've been on, what, four planets?"
1,1,Second Contact,BOIMLER,"Five, if you include Vulcan."
1,1,Second Contact,MARINER,Of course I don't include stupid Vulcan. You may as well count Earth.
1,1,Second Contact,BOIMLER,I was counting Earth.
1,1,Second Contact,MARINER,"You don't know anything except what's in your manuals. Since you can't think for yourself, how about you follow my lead, and maybe we'll get out of this alive?"
1,1,Second Contact,BOIMLER,Ensign Boimler to Cerritos. Two for emergency trans...
1,1,Second Contact,BOIMLER,Are you insane?
1,1,Second Contact,MARINER,We can't just beam out of here. These guys need that animal.
1,1,Second Contact,BOIMLER,Even if it eats us?
1,1,Second Contact,MARINER,General Order 5.
1,1,Second Contact,BOIMLER,"Fine, okay. How about we stun it? We'll just stun it."
1,1,Second Contact,MARINER,No. That could spoil the milk.
1,1,Second Contact,BOIMLER,Spoil what milk?
1,1,Second Contact,MARINER,These guys probably milk it.
1,1,Second Contact,BOIMLER,"Oh, like you even know."
1,1,Second Contact,MARINER,Ooh. Take off your pants.
1,1,Second Contact,BOIMLER,Oh. Mariner. Five ships. Yeti shoes. I am always right. Take them off now.
1,1,Second Contact,MARINER,"Yes, it's working. Man, look at that thing just tear into that dummy. Okay, here we go, get ready to jump."
1,1,Second Contact,BOIMLER,"Wait, why isn't it attacking your uniform? It's going to town on mine."
1,1,Second Contact,MARINER,Random chance? Who cares? On my mark.
1,1,Second Contact,BOIMLER,I care. I say we wait for it to destroy both of our uniforms.
1,1,Second Contact,MARINER,Mark!
1,1,Second Contact,MARINER,"Jump, Boimler! Come on, it's safe. It can't reach back this far."
1,1,Second Contact,BOIMLER,Man.
1,1,Second Contact,BOIMLER,Oh! Phaser it! Phaser it! Phaser it!
1,1,Second Contact,GALARDONIAN,Please don't phaser her. It'll spoil the milk.
1,1,Second Contact,MARINER,"Did you hear that? Uh, I can't let it eat him."
1,1,Second Contact,GALARDONIAN,She's an herbivore. She's just gumming on him to suckle out some moisture.
1,1,Second Contact,MARINER,"Oh, okay. Hey, Brad. Good news, buddy. So, I've ju... it's just suckling you, I've just learned. You're fine."
1,1,Second Contact,BOIMLER,Help!
1,1,Second Contact,MARINER,"Hang in there, you got this. It is getting tired. So go to your happy place, like, ooh, think about the warp core."
1,1,Second Contact,GALARDONIAN,"You, uh, want a snack or something?"
1,1,Second Contact,MARINER,"Yeah, you got any of that milk?"
1,1,Second Contact,TANNOY,All uninfected crew meet at Transporter Room Eight.
1,1,Second Contact,BARNES,We have to get to the rally point.
1,1,Second Contact,RUTHERFORD,I guess we better go for a walk.
1,1,Second Contact,RUTHERFORD,There's a maintenance hatch on the other side of the saucer that should give us access to Deck Eight. What kind of music are you into?
1,1,Second Contact,BARNES,"We have just enough oxygen to get there, but we're cutting it close. I really like this classical band called The Monkees. Ever heard of 'em?"
1,1,Second Contact,RUTHERFORD,"Let's just say, I'm a Believer."
1,1,Second Contact,BARNES,Mmm.
1,1,Second Contact,RUTHERFORD,Wow. I wasn't expecting that.
1,1,Second Contact,BARNES,What did you expect?
1,1,Second Contact,RUTHERFORD,"Well, for these maintenance hatch doors to recognize our combadges."
1,1,Second Contact,BARNES,"Oh. No, I mean what just happened?"
1,1,Second Contact,RUTHERFORD,"I'm more worried about what didn't just happen. Failure analysis estimates the reliability of this mechanism at one out of 4.69 repeating. Oh, are you seeing this?"
1,1,Second Contact,T'ANA,The anesthetic is useless. We have to work through the pain. Your hands clean?
1,1,Second Contact,TENDI,Uh...
1,1,Second Contact,T'ANA,Pump this. Don't pass out.
1,1,Second Contact,T'ANA,Nobody's authorized to pass out!
1,1,Second Contact,BILLUPS,"That's my heart! It hurts when you pump it! Oh, God! Oh..."
1,1,Second Contact,TENDI,Sorry. Sorry. Sorry. Sorry.
1,1,Second Contact,BOIMLER,"Oh, God. Oh!"
1,1,Second Contact,MARINER,"Okay, there we go, man, yeah. See? I told you it'd be okay."
1,1,Second Contact,BOIMLER,My bones.
1,1,Second Contact,MARINER,You'll be fine. Doc'll wave a light over it. We got to get back to camp. You took way too long with that thing.
1,1,Second Contact,BOIMLER,But I'm naked.
1,1,Second Contact,MARINER,"At least we got to help those guys. I think we make a pretty good team, Boimler."
1,1,Second Contact,BOIMLER,"You may as well know, I've been monitoring you. I'm supposed to report any breach of conduct to the captain."
1,1,Second Contact,MARINER,"We've been serving together for a year, and I still don't get why you worship those guys."
1,1,Second Contact,BOIMLER,They're heroes.
1,1,Second Contact,MARINER,All they care about is glory. Stuff that could earn them a mention in the history books. They don't really care about us.
1,1,Second Contact,BOIMLER,"No way, no. The captain tries her hardest to support all of us, she just doesn't always have time to... Look, I don't have to defend her. You're not gonna talk me out of reporting you."
1,1,Second Contact,MARINER,Whoa! What the hell?
1,1,Second Contact,FREEMAN,Keep the doors secure. The crew depends on us. We can't let them down.
1,1,Second Contact,BOIMLER,"Captain, I'm sure you're wondering where my uniform is."
1,1,Second Contact,FREEMAN,"Shaxs, what are my options?"
1,1,Second Contact,SHAXS,"I recommend we detonate the entire warp core, Captain."
1,1,Second Contact,FREEMAN,What? No.
1,1,Second Contact,T'ANA,We need to get this man to sickbay immediately. He is very important.
1,1,Second Contact,FREEMAN,What makes him so special?
1,1,Second Contact,T'ANA,"Nothing. He's worthless. It's the slime, Captain. He's covered in slime that could save us all."
1,1,Second Contact,FREEMAN,"Everyone, protect this slime."
1,1,Second Contact,T'ANA,Holy ****. This substance completely neutralizes the rage effect.
1,1,Second Contact,BOIMLER,It came from this spider cow thing. I could tell you all about it.
1,1,Second Contact,FREEMAN,"But can you synthesize a cure, Doctor?"
1,1,Second Contact,T'ANA,Hmm. I better. You don't have much time.
1,1,Second Contact,MARINER,"Ooh, should've washed those hands, Captain."
1,1,Second Contact,FREEMAN,"Stow it, Mariner."
1,1,Second Contact,RANSOM,"Ah, ah, ah... Oh, what happened? Where am I? And did I eat flesh?"
1,1,Second Contact,TENDI,"Uh, hardly any."
1,1,Second Contact,RANSOM,How much did I eat?!
1,1,Second Contact,T'ANA,It's working!
1,1,Second Contact,FREEMAN,"Looks like you'll get to publish more award-winning research, Doc."
1,1,Second Contact,T'ANA,"Great, more paperwork."
1,1,Second Contact,RANSOM,How much did I eat?
1,1,Second Contact,MARINER,"Uh, this guy saved your asses. Ensign Brad Boimler. Put that in the paperwork. Still, uh, happy to be here?"
1,1,Second Contact,TENDI,Are you kidding? I got to hold a heart!
1,1,Second Contact,FREEMAN,"Once again, solely thanks to the brilliant efforts of Dr. T'Ana, the crew is saved. Undetected by the first contact team, the alien virus is exactly the type of eventuality that can make a second contact mission a life-or-death situation. Luckily, my senior staff are always up for a challenge. End recording. Sorry about that, Ensign Bumford. What do you have to report?"
1,1,Second Contact,BOIMLER,Boimler.
1,1,Second Contact,FREEMAN,Pardon?
1,1,Second Contact,BOIMLER,"It's Boimler, not Bumford."
1,1,Second Contact,FREEMAN,What about Mariner? Did she follow protocol?
1,1,Second Contact,BOIMLER,"Yeah, I think so. We spent the whole day just adjusting the subspace comm array."
1,1,Second Contact,FREEMAN,"This says you came back covered in bite marks, wearing an alien frock. What, she had nothing to do with that?"
1,1,Second Contact,BOIMLER,"You know, I don't remember much. Maybe that goo that saved the ship messed with my memory."
1,1,Second Contact,FREEMAN,Nothing insubordinate?
1,1,Second Contact,BOIMLER,Not that I saw.
1,1,Second Contact,FREEMAN,"Unbelievable. Thank you, Ensign Boimler. Dismissed."
1,1,Second Contact,ADMIRAL,"Everything all right, Captain Freeman? I heard you had some sort of rage virus?"
1,1,Second Contact,FREEMAN,"Ransom tried to eat a guy. We're fine. Listen, I've had enough. I'm throwing her in the brig."
1,1,Second Contact,ADMIRAL,We already tried that. You know it doesn't work. She loves the brig.
1,1,Second Contact,FREEMAN,She undermines me in front of the crew!
1,1,Second Contact,ADMIRAL,I'm sure nobody notices.
1,1,Second Contact,FREEMAN,"Yeah, they do."
1,1,Second Contact,ADMIRAL,"Sweetheart, just..."
1,1,Second Contact,FREEMAN,"Don't you sweetheart me. We agreed, if she didn't fit in here, you'd send her back to the Quito. Well, she doesn't fit in!"
1,1,Second Contact,ADMIRAL,I got to go. Admiral stuff. Love you.
1,1,Second Contact,FREEMAN,"Don't you hang up on me! She's your daughter, too!"
1,1,Second Contact,ADMIRAL,Hanging up now.
1,1,Second Contact,FREEMAN,Don't you dare.
1,1,Second Contact,ADMIRAL,Finger's on the button.
1,1,Second Contact,FREEMAN,Don't you... don't you...
1,1,Second Contact,ADMIRAL,"Uh, I-I'm losing you."
1,1,Second Contact,FREEMAN,I said don't...
1,1,Second Contact,TENDI,"Oh, no. Did the rage virus ruin your date?"
1,1,Second Contact,RUTHERFORD,"Nah, that stuff happens all the time."
1,1,Second Contact,TENDI,"Oh, good. So, was she as great as everyone says?"
1,1,Second Contact,RUTHERFORD,"Yeah. She was smart and pretty and, ooh, highly effective in a ship-wide crisis."
1,1,Second Contact,TENDI,"So, tell me, are you guys a thing?"
1,1,Second Contact,RUTHERFORD,"Yeah, I'm not seeing her again."
1,1,Second Contact,TENDI,"Well, you survived an epic life-threatening situation together. Don't you share a bond?"
1,1,Second Contact,RUTHERFORD,"Oh, for sure. But she had zero interest in figuring out why a red alert overrode Maintenance Hatch 70's access protocols. It's, like, can you even imagine?"
1,1,Second Contact,TENDI,I-I'm sorry. What? It did?!
1,1,Second Contact,RUTHERFORD,"Yes. I mean, who has time for romance when there's a level two diagnostic just sitting there waiting to be run?"
1,1,Second Contact,TENDI,Mm-mm. Don't have to tell me twice. I am right there.
1,1,Second Contact,BOIMLER,Mariner.
1,1,Second Contact,MARINER,Boimler.
1,1,Second Contact,BOIMLER,"Ahem. I wanted to thank you. It felt good helping those people. I mean, you might be..."
1,1,Second Contact,MARINER,"Mm, better than you in every single way?"
1,1,Second Contact,BOIMLER,"Unorthodox, but... I can't believe I'm saying it... Starfleet is better with you in it."
1,1,Second Contact,MARINER,"Wait, so you didn't tattle on me?"
1,1,Second Contact,BOIMLER,I did not.
1,1,Second Contact,MARINER,"Boimler! Wha...? No way, man! I had you pegged wrong. Yeah, I thought you were, like, a boring worker drone. And you are, but inside that drone is an ambitious little weasel, and inside that weasel might be a tiny human being."
1,1,Second Contact,BOIMLER,"That's, uh, sort of unfair."
1,1,Second Contact,MARINER,"This is a moment, man. Ooh, this is a mood, okay? And I do not care how long it takes, we're going to get your butt in a captain's chair."
1,1,Second Contact,BOIMLER,This isn't a big deal.
1,1,Second Contact,MARINER,"Guess what. I'm your new mentor. Boom. Surprise, bitch, it's done. How does it feel?"
1,1,Second Contact,BOIMLER,"No, you can't just decide."
1,1,Second Contact,TENDI,She's your mentor?
1,1,Second Contact,BOIMLER,"No, she's not."
1,1,Second Contact,MARINER,"Whoa. Come on, guys! Lower decks! Lower decks! Lower decks!"
1,1,Second Contact,RUTHERFORD,"Congrats, man. That's cool."
1,1,Second Contact,MARINER,"Teamwork! Spirit! Community! Lower decks! Lower decks! Lower decks! You're gonna be my cha'Dich from now on, baby!"
1,1,Second Contact,BOIMLER,I don't want lessons from you.
1,1,Second Contact,MARINER,"Okay, Klingons? They're all about fighting. They're always making oaths about everything."
1,1,Second Contact,BOIMLER,Everyone knows that.
1,1,Second Contact,MARINER,Do you know about Spock? Dude came back... from being dead!
1,1,Second Contact,BOIMLER,"Yeah, I think I've heard of Spock."
1,1,Second Contact,MARINER,He got frickin' Genesis-deviced and fought Khan and some space whales!
1,1,Second Contact,BOIMLER,Can we just go back to not being friends?
1,1,Second Contact,MARINER,"How about Sulu? Ooh, he rocked a sword. That was his thing. That could be your thing, too! We're due for a new sword guy!"
1,1,Second Contact,BOIMLER,"What can I do to make this stop, please?"
1,1,Second Contact,MARINER,"Mm, do you know Kirk?"
1,1,Second Contact,BOIMLER,Yes.
1,1,Second Contact,MARINER,My man Worf?
1,1,Second Contact,BOIMLER,Yes!
1,1,Second Contact,MARINER,Gary Mitchell?
1,1,Second Contact,BOIMLER,I'm sure I could look him up.
1,1,Second Contact,MARINER,"You don't have to, because you have a mentor!"
1,1,Second Contact,BOIMLER,No. Don't touch me.
1,1,Second Contact,MARINER,Do you know Deanna Troi? Her body be bangin'! She went from a jumpsuit...
1,2,Envoys,MARINER,"After we dump this in storage, let's hit the bar and see if we can get a cute lieutenant to argue with me."
1,2,Envoys,TENDI,Interesting. Why would you want that?
1,2,Envoys,MARINER,I don't know. Getting some uptight hunk all wound up just gets me all...
1,2,Envoys,GLOBE,Supplicate yourselves!
1,2,Envoys,TENDI,Ah! What the heck?
1,2,Envoys,MARINER,Whoa. It's one of those transdimensional energy creatures.
